V1	V2	V3	V4	V5	we
DENND2A	DENND2A	    27147.1	    27147.4	0.266909281	1.82646e-05
ADCK2	ADCK2	    90956.1	    90956.4	0.266909281	1.82646e-05
MRPS33	MRPS33	    51650.1	    51650.4	0.266909281	1.82646e-05
TMEM178B	TMEM178B	100507421.1	100507421.4	0.266909281	1.82646e-05
AGK	AGK	    55750.1	    55750.4	0.266909281	1.82646e-05
KIAA1147	KIAA1147	    57189.1	    57189.4	0.266909281	1.82646e-05
WEE2	WEE2	   494551.1	   494551.4	0.266909281	1.82646e-05
SSBP1	SSBP1	     6742.1	     6742.4	0.266909281	1.82646e-05
TAS2R3	TAS2R3	    50831.1	    50831.4	0.266909281	1.82646e-05
TAS2R4	TAS2R4	    50832.1	    50832.4	0.266909281	1.82646e-05
TAS2R5	TAS2R5	    54429.1	    54429.4	0.266909281	1.82646e-05
PRSS37	PRSS37	   136242.1	   136242.4	0.266909281	1.82646e-05
OR9A3P	OR9A3P	   392106.1	   392106.4	0.266909281	1.82646e-05
OR9A1P	OR9A1P	    26495.1	    26495.4	0.266909281	1.82646e-05
MGAM	MGAM	     8972.1	     8972.4	0.266909281	1.82646e-05
OR9A4	OR9A4	   130075.1	   130075.4	0.266909281	1.82646e-05
CLEC5A	CLEC5A	    23601.1	    23601.4	0.266909281	1.82646e-05
TAS2R38	TAS2R38	     5726.1	     5726.4	0.266909281	1.82646e-05
MOXD2P	MOXD2P	100289017.1	100289017.4	0.266909281	1.82646e-05
PRSS58	PRSS58	   136541.1	   136541.4	0.266909281	1.82646e-05
MTRNR2L6	MTRNR2L6	100463482.1	100463482.4	0.266909281	1.82646e-05
PRSS1	PRSS1	     5644.1	     5644.4	0.266909281	1.82646e-05
PRSS3P3	PRSS3P3	   136540.1	   136540.4	0.266909281	1.82646e-05
TRBC2	TRBC2	    28638.1	    28638.4	0.266909281	1.82646e-05
TRBV19	TRBV19	    28568.1	    28568.4	0.266909281	1.82646e-05
TRBV27	TRBV27	    28560.1	    28560.4	0.266909281	1.82646e-05
TRBV28	TRBV28	    28559.1	    28559.4	0.266909281	1.82646e-05
TRBV2	TRBV2	    28620.1	    28620.4	0.266909281	1.82646e-05
TRBV9	TRBV9	    28586.1	    28586.4	0.266909281	1.82646e-05
ATR	ATR	      545.1	      545.4	0.271452118	1.82646e-05
RNA5SP143	RNA5SP143	100873410.1	100873410.4	0.271452118	1.82646e-05
PLS1	PLS1	     5357.1	     5357.4	0.271452118	1.82646e-05
WWTR1	WWTR1	    25937.1	    25937.4	0.271452118	1.82646e-05
COMMD2	COMMD2	    51122.1	    51122.4	0.271452118	1.82646e-05
ANKUB1	ANKUB1	   389161.1	   389161.4	0.271452118	1.82646e-05
RNF13	RNF13	    11342.1	    11342.4	0.271452118	1.82646e-05
PFN2	PFN2	     5217.1	     5217.4	0.271452118	1.82646e-05
TSC22D2	TSC22D2	     9819.1	     9819.4	0.271452118	1.82646e-05
SERP1	SERP1	    27230.1	    27230.4	0.271452118	1.82646e-05
EIF2A	EIF2A	    83939.1	    83939.4	0.271452118	1.82646e-05
CLRN1	CLRN1	     7401.1	     7401.4	0.271452118	1.82646e-05
MED12L	MED12L	   116931.1	   116931.4	0.271452118	1.82646e-05
RNA5SP145	RNA5SP145	100873412.1	100873412.4	0.271452118	1.82646e-05
GPR171	GPR171	    29909.1	    29909.4	0.271452118	1.82646e-05
P2RY14	P2RY14	     9934.1	     9934.4	0.271452118	1.82646e-05
GPR87	GPR87	    53836.1	    53836.4	0.271452118	1.82646e-05
P2RY13	P2RY13	    53829.1	    53829.4	0.271452118	1.82646e-05
P2RY12	P2RY12	    64805.1	    64805.4	0.271452118	1.82646e-05
IGSF10	IGSF10	   285313.1	   285313.4	0.271452118	1.82646e-05
MIR5186	MIR5186	100847036.1	100847036.4	0.271452118	1.82646e-05
AADACL2	AADACL2	   344752.1	   344752.4	0.271452118	1.82646e-05
AADAC	AADAC	       13.1	       13.4	0.271452118	1.82646e-05
SUCNR1	SUCNR1	    56670.1	    56670.4	0.271452118	1.82646e-05
MBNL1	MBNL1	     4154.1	     4154.4	0.271452118	1.82646e-05
SCHIP1	SCHIP1	    29970.1	    29970.4	0.271452118	1.82646e-05
IL12A	IL12A	     3592.1	     3592.4	0.271452118	1.82646e-05
MYNN	MYNN	    55892.1	    55892.4	0.271452118	1.82646e-05
LRRC34	LRRC34	   151827.1	   151827.4	0.271452118	1.82646e-05
LRRIQ4	LRRIQ4	   344657.1	   344657.4	0.271452118	1.82646e-05
LRRC31	LRRC31	    79782.1	    79782.4	0.271452118	1.82646e-05
SAMD7	SAMD7	   344658.1	   344658.4	0.271452118	1.82646e-05
SEC62	SEC62	     7095.1	     7095.4	0.271452118	1.82646e-05
GPR160	GPR160	    26996.1	    26996.4	0.271452118	1.82646e-05
PHC3	PHC3	    80012.1	    80012.4	0.271452118	1.82646e-05
PRKCI	PRKCI	     5584.1	     5584.4	0.271452118	1.82646e-05
SKIL	SKIL	     6498.1	     6498.4	0.271452118	1.82646e-05
TMEM212	TMEM212	   389177.1	   389177.4	0.271452118	1.82646e-05
GHSR	GHSR	     2693.1	     2693.4	0.271452118	1.82646e-05
GSTA4	GSTA4	     2941.1	     2941.4	0.271452118	1.82646e-05
ICK	ICK	    22858.1	    22858.4	0.271452118	1.82646e-05
FBXO9	FBXO9	    26268.1	    26268.4	0.271452118	1.82646e-05
GCM1	GCM1	     8521.1	     8521.4	0.271452118	1.82646e-05
MIR5685	MIR5685	100847075.1	100847075.4	0.271452118	1.82646e-05
GCLC	GCLC	     2729.1	     2729.4	0.271452118	1.82646e-05
KLHL31	KLHL31	   401265.1	   401265.4	0.271452118	1.82646e-05
ING3	ING3	    54556.1	    54556.4	0.271452118	1.82646e-05
RNA5SP240	RNA5SP240	100873498.1	100873498.4	0.271452118	1.82646e-05
CPED1	CPED1	    79974.1	    79974.4	0.271452118	1.82646e-05
RNA5SP241	RNA5SP241	100873499.1	100873499.4	0.271452118	1.82646e-05
WNT16	WNT16	    51384.1	    51384.4	0.271452118	1.82646e-05
FAM3C	FAM3C	    10447.1	    10447.4	0.271452118	1.82646e-05
PTPRZ1	PTPRZ1	     5803.1	     5803.4	0.271452118	1.82646e-05
AASS	AASS	    10157.1	    10157.4	0.271452118	1.82646e-05
FEZF1	FEZF1	   389549.1	   389549.4	0.271452118	1.82646e-05
CADPS2	CADPS2	    93664.1	    93664.4	0.271452118	1.82646e-05
RNF133	RNF133	   168433.1	   168433.4	0.271452118	1.82646e-05
RNF148	RNF148	   378925.1	   378925.4	0.271452118	1.82646e-05
WIPF2	WIPF2	   147179.1	   147179.4	0.271452118	1.82646e-05
ZSCAN22	ZSCAN22	   342945.1	   342945.4	0.271452118	1.82646e-05
A1BG	A1BG	        1.1	        1.4	0.271452118	1.82646e-05
ZNF497	ZNF497	   162968.1	   162968.4	0.271452118	1.82646e-05
CHMP2A	CHMP2A	    27243.1	    27243.4	0.271452118	1.82646e-05
MIR4754	MIR4754	100616168.1	100616168.4	0.271452118	1.82646e-05
MZF1	MZF1	     7593.1	     7593.4	0.271452118	1.82646e-05
RPS5	RPS5	     6193.1	     6193.4	0.271452118	1.82646e-05
SLC27A5	SLC27A5	    10998.1	    10998.4	0.271452118	1.82646e-05
TRIM28	TRIM28	    10155.1	    10155.4	0.271452118	1.82646e-05
UBE2M	UBE2M	     9040.1	     9040.4	0.271452118	1.82646e-05
ZBTB45	ZBTB45	    84878.1	    84878.4	0.271452118	1.82646e-05
ZNF132	ZNF132	     7691.1	     7691.4	0.271452118	1.82646e-05
ZNF324B	ZNF324B	   388569.1	   388569.4	0.271452118	1.82646e-05
ZNF324	ZNF324	    25799.1	    25799.4	0.271452118	1.82646e-05
ZNF446	ZNF446	    55663.1	    55663.4	0.271452118	1.82646e-05
ZNF584	ZNF584	   201514.1	   201514.4	0.271452118	1.82646e-05
ZNF837	ZNF837	   116412.1	   116412.4	0.271452118	1.82646e-05
SIRPA	SIRPA	   140885.1	   140885.4	0.271452118	1.82646e-05
BMP2	BMP2	      650.1	      650.4	0.271452118	1.82646e-05
HAO1	HAO1	    54363.1	    54363.4	0.271452118	1.82646e-05
TMX4	TMX4	    56255.1	    56255.4	0.271452118	1.82646e-05
PLCB1	PLCB1	    23236.1	    23236.4	0.271452118	1.82646e-05
RNU105B	RNU105B	    26767.1	    26767.4	0.271452118	1.82646e-05
PLCB4	PLCB4	     5332.1	     5332.4	0.271452118	1.82646e-05
LAMP5	LAMP5	    24141.1	    24141.4	0.271452118	1.82646e-05
ANKEF1	ANKEF1	    63926.1	    63926.4	0.271452118	1.82646e-05
SLX4IP	SLX4IP	   128710.1	   128710.4	0.271452118	1.82646e-05
JAG1	JAG1	      182.1	      182.4	0.271452118	1.82646e-05
LINC00687	LINC00687	   728450.1	   728450.4	0.271452118	1.82646e-05
BTBD3	BTBD3	    22903.1	    22903.4	0.271452118	1.82646e-05
SPTLC3	SPTLC3	    55304.1	    55304.4	0.271452118	1.82646e-05
ESF1	ESF1	    51575.1	    51575.4	0.271452118	1.82646e-05
NDUFAF5	NDUFAF5	    79133.1	    79133.4	0.271452118	1.82646e-05
SEL1L2	SEL1L2	    80343.1	    80343.4	0.271452118	1.82646e-05
FLRT3	FLRT3	    23767.1	    23767.4	0.271452118	1.82646e-05
KIF16B	KIF16B	    55614.1	    55614.4	0.271452118	1.82646e-05
SNRPB2	SNRPB2	     6629.1	     6629.4	0.271452118	1.82646e-05
OTOR	OTOR	    56914.1	    56914.4	0.271452118	1.82646e-05
RRBP1	RRBP1	     6238.1	     6238.4	0.271452118	1.82646e-05
BANF2	BANF2	   140836.1	   140836.4	0.271452118	1.82646e-05
SNX5	SNX5	    27131.1	    27131.4	0.271452118	1.82646e-05
OVOL2	OVOL2	    58495.1	    58495.4	0.271452118	1.82646e-05
SNORD17	SNORD17	   692086.1	   692086.4	0.271452118	1.82646e-05
MGME1	MGME1	    92667.1	    92667.4	0.271452118	1.82646e-05
PET117	PET117	100303755.1	100303755.4	0.271452118	1.82646e-05
ZNF133	ZNF133	     7692.1	     7692.4	0.271452118	1.82646e-05
DZANK1	DZANK1	    55184.1	    55184.4	0.271452118	1.82646e-05
LINC00851	LINC00851	   440757.1	   440757.4	0.271452118	1.82646e-05
POLR3F	POLR3F	    10621.1	    10621.4	0.271452118	1.82646e-05
MIR3192	MIR3192	100422875.1	100422875.4	0.271452118	1.82646e-05
RBBP9	RBBP9	    10741.1	    10741.4	0.271452118	1.82646e-05
SEC23B	SEC23B	    10483.1	    10483.4	0.271452118	1.82646e-05
DTD1	DTD1	    92675.1	    92675.4	0.271452118	1.82646e-05
LINC00652	LINC00652	    29075.1	    29075.4	0.271452118	1.82646e-05
C20orf78	C20orf78	100128496.1	100128496.4	0.271452118	1.82646e-05
SLC24A3	SLC24A3	    57419.1	    57419.4	0.271452118	1.82646e-05
RIN2	RIN2	    54453.1	    54453.4	0.271452118	1.82646e-05
NAA20	NAA20	    51126.1	    51126.4	0.271452118	1.82646e-05
CRNKL1	CRNKL1	    51340.1	    51340.4	0.271452118	1.82646e-05
INSM1	INSM1	     3642.1	     3642.4	0.271452118	1.82646e-05
LINC00237	LINC00237	101180898.1	101180898.4	0.271452118	1.82646e-05
RNA5SP477	RNA5SP477	100873719.1	100873719.4	0.271452118	1.82646e-05
XRN2	XRN2	    22803.1	    22803.4	0.271452118	1.82646e-05
PAX1	PAX1	     5075.1	     5075.4	0.271452118	1.82646e-05
SNORD63	SNORD63	    26785.1	    26785.4	0.281028778	1.82646e-05
RGMB	RGMB	   285704.1	   285704.4	0.281028778	1.82646e-05
CHD1	CHD1	     1105.1	     1105.4	0.281028778	1.82646e-05
NUDT12	NUDT12	    83594.1	    83594.4	0.281028778	1.82646e-05
EFNA5	EFNA5	     1946.1	     1946.4	0.281028778	1.82646e-05
FBXL17	FBXL17	    64839.1	    64839.4	0.281028778	1.82646e-05
FER	FER	     2241.1	     2241.4	0.281028778	1.82646e-05
PJA2	PJA2	     9867.1	     9867.4	0.281028778	1.82646e-05
MAN2A1	MAN2A1	     4124.1	     4124.4	0.281028778	1.82646e-05
TMEM232	TMEM232	   642987.1	   642987.4	0.281028778	1.82646e-05
MIR548F3	MIR548F3	100302159.1	100302159.4	0.281028778	1.82646e-05
SLC25A46	SLC25A46	    91137.1	    91137.4	0.281028778	1.82646e-05
TSLP	TSLP	    85480.1	    85480.4	0.281028778	1.82646e-05
WDR36	WDR36	   134430.1	   134430.4	0.281028778	1.82646e-05
CAMK4	CAMK4	      814.1	      814.4	0.281028778	1.82646e-05
STARD4	STARD4	   134429.1	   134429.4	0.281028778	1.82646e-05
NREP	NREP	     9315.1	     9315.4	0.281028778	1.82646e-05
EPB41L4A	EPB41L4A	    64097.1	    64097.4	0.281028778	1.82646e-05
SNORA13	SNORA13	   654322.1	   654322.4	0.281028778	1.82646e-05
APC	APC	      324.1	      324.4	0.281028778	1.82646e-05
SRP19	SRP19	     6728.1	     6728.4	0.281028778	1.82646e-05
REEP5	REEP5	     7905.1	     7905.4	0.281028778	1.82646e-05
DCP2	DCP2	   167227.1	   167227.4	0.281028778	1.82646e-05
MCC	MCC	     4163.1	     4163.4	0.281028778	1.82646e-05
KCNN2	KCNN2	     3781.1	     3781.4	0.281028778	1.82646e-05
TRIM36	TRIM36	    55521.1	    55521.4	0.281028778	1.82646e-05
PGGT1B	PGGT1B	     5229.1	     5229.4	0.281028778	1.82646e-05
CCDC112	CCDC112	   153733.1	   153733.4	0.281028778	1.82646e-05
FEM1C	FEM1C	    56929.1	    56929.4	0.281028778	1.82646e-05
TICAM2	TICAM2	   353376.1	   353376.4	0.281028778	1.82646e-05
TMED7	TMED7	    51014.1	    51014.4	0.281028778	1.82646e-05
CDO1	CDO1	     1036.1	     1036.4	0.281028778	1.82646e-05
ATG12	ATG12	     9140.1	     9140.4	0.281028778	1.82646e-05
AP3S1	AP3S1	     1176.1	     1176.4	0.281028778	1.82646e-05
ARL14EPL	ARL14EPL	   644100.1	   644100.4	0.281028778	1.82646e-05
COMMD10	COMMD10	    51397.1	    51397.4	0.281028778	1.82646e-05
SEMA6A	SEMA6A	    57556.1	    57556.4	0.281028778	1.82646e-05
DTWD2	DTWD2	   285605.1	   285605.4	0.281028778	1.82646e-05
DMXL1	DMXL1	     1657.1	     1657.4	0.281028778	1.82646e-05
MIR5706	MIR5706	100847085.1	100847085.4	0.281028778	1.82646e-05
TNFAIP8	TNFAIP8	    25816.1	    25816.4	0.281028778	1.82646e-05
RNA5SP190	RNA5SP190	100873452.1	100873452.4	0.281028778	1.82646e-05
HSD17B4	HSD17B4	     3295.1	     3295.4	0.281028778	1.82646e-05
FAM170A	FAM170A	   340069.1	   340069.4	0.281028778	1.82646e-05
PRR16	PRR16	    51334.1	    51334.4	0.281028778	1.82646e-05
FTMT	FTMT	    94033.1	    94033.4	0.281028778	1.82646e-05
SRFBP1	SRFBP1	   153443.1	   153443.4	0.281028778	1.82646e-05
LOX	LOX	     4015.1	     4015.4	0.281028778	1.82646e-05
ZNF474	ZNF474	   133923.1	   133923.4	0.281028778	1.82646e-05
SNCAIP	SNCAIP	     9627.1	     9627.4	0.281028778	1.82646e-05
SNX2	SNX2	     6643.1	     6643.4	0.281028778	1.82646e-05
SNX24	SNX24	    28966.1	    28966.4	0.281028778	1.82646e-05
PPIC	PPIC	     5480.1	     5480.4	0.281028778	1.82646e-05
PRDM6	PRDM6	    93166.1	    93166.4	0.281028778	1.82646e-05
CSNK1G3	CSNK1G3	     1456.1	     1456.4	0.281028778	1.82646e-05
ZNF608	ZNF608	    57507.1	    57507.4	0.281028778	1.82646e-05
ALDH7A1	ALDH7A1	      501.1	      501.4	0.281028778	1.82646e-05
PHAX	PHAX	    51808.1	    51808.4	0.281028778	1.82646e-05
LMNB1	LMNB1	     4001.1	     4001.4	0.281028778	1.82646e-05
C5orf63	C5orf63	   401207.1	   401207.4	0.281028778	1.82646e-05
MEGF10	MEGF10	    84466.1	    84466.4	0.281028778	1.82646e-05
PRRC1	PRRC1	   133619.1	   133619.4	0.281028778	1.82646e-05
CTXN3	CTXN3	   613212.1	   613212.4	0.281028778	1.82646e-05
SLC12A2	SLC12A2	     6558.1	     6558.4	0.281028778	1.82646e-05
FBN2	FBN2	     2201.1	     2201.4	0.281028778	1.82646e-05
SLC27A6	SLC27A6	    28965.1	    28965.4	0.281028778	1.82646e-05
ISOC1	ISOC1	    51015.1	    51015.4	0.281028778	1.82646e-05
MIR4633	MIR4633	100616175.1	100616175.4	0.281028778	1.82646e-05
MIR4460	MIR4460	100616325.1	100616325.4	0.281028778	1.82646e-05
ADAMTS19	ADAMTS19	   171019.1	   171019.4	0.281028778	1.82646e-05
KIAA1024L	KIAA1024L	100127206.1	100127206.4	0.281028778	1.82646e-05
CHSY3	CHSY3	   337876.1	   337876.4	0.281028778	1.82646e-05
HINT1	HINT1	     3094.1	     3094.4	0.281028778	1.82646e-05
LYRM7	LYRM7	    90624.1	    90624.4	0.281028778	1.82646e-05
CDC42SE2	CDC42SE2	    56990.1	    56990.4	0.281028778	1.82646e-05
RAPGEF6	RAPGEF6	    51735.1	    51735.4	0.281028778	1.82646e-05
FNIP1	FNIP1	    96459.1	    96459.4	0.281028778	1.82646e-05
ACSL6	ACSL6	    23305.1	    23305.4	0.281028778	1.82646e-05
IL3	IL3	     3562.1	     3562.4	0.281028778	1.82646e-05
CSF2	CSF2	     1437.1	     1437.4	0.281028778	1.82646e-05
P4HA2	P4HA2	     8974.1	     8974.4	0.281028778	1.82646e-05
PDLIM4	PDLIM4	     8572.1	     8572.4	0.281028778	1.82646e-05
SLC22A4	SLC22A4	     6583.1	     6583.4	0.281028778	1.82646e-05
MIR3936	MIR3936	100500865.1	100500865.4	0.281028778	1.82646e-05
SLC22A5	SLC22A5	     6584.1	     6584.4	0.281028778	1.82646e-05
C5orf56	C5orf56	   441108.1	   441108.4	0.281028778	1.82646e-05
IRF1	IRF1	     3659.1	     3659.4	0.281028778	1.82646e-05
IL5	IL5	     3567.1	     3567.4	0.281028778	1.82646e-05
RAD50	RAD50	    10111.1	    10111.4	0.281028778	1.82646e-05
FSTL4	FSTL4	    23105.1	    23105.4	0.281028778	1.82646e-05
VDAC1	VDAC1	     7416.1	     7416.4	0.281028778	1.82646e-05
UBE2B	UBE2B	     7320.1	     7320.4	0.281028778	1.82646e-05
CDKN2AIPNL	CDKN2AIPNL	    91368.1	    91368.4	0.281028778	1.82646e-05
SPOCK1	SPOCK1	     6695.1	     6695.4	0.281028778	1.82646e-05
KLHL3	KLHL3	    26249.1	    26249.4	0.281028778	1.82646e-05
MIR874	MIR874	100126343.1	100126343.4	0.281028778	1.82646e-05
HNRNPA0	HNRNPA0	    10949.1	    10949.4	0.281028778	1.82646e-05
NPY6R	NPY6R	     4888.1	     4888.4	0.281028778	1.82646e-05
MYOT	MYOT	     9499.1	     9499.4	0.281028778	1.82646e-05
PKD2L2	PKD2L2	    27039.1	    27039.4	0.281028778	1.82646e-05
FAM13B	FAM13B	    51306.1	    51306.4	0.281028778	1.82646e-05
WNT8A	WNT8A	     7478.1	     7478.4	0.281028778	1.82646e-05
NME5	NME5	     8382.1	     8382.4	0.281028778	1.82646e-05
BRD8	BRD8	    10902.1	    10902.4	0.281028778	1.82646e-05
KIF20A	KIF20A	    10112.1	    10112.4	0.281028778	1.82646e-05
CDC23	CDC23	     8697.1	     8697.4	0.281028778	1.82646e-05
GFRA3	GFRA3	     2676.1	     2676.4	0.281028778	1.82646e-05
CDC25C	CDC25C	      995.1	      995.4	0.281028778	1.82646e-05
FAM53C	FAM53C	    51307.1	    51307.4	0.281028778	1.82646e-05
KDM3B	KDM3B	    51780.1	    51780.4	0.281028778	1.82646e-05
REEP2	REEP2	    51308.1	    51308.4	0.281028778	1.82646e-05
EGR1	EGR1	     1958.1	     1958.4	0.281028778	1.82646e-05
ETF1	ETF1	     2107.1	     2107.4	0.281028778	1.82646e-05
HSPA9	HSPA9	     3313.1	     3313.4	0.281028778	1.82646e-05
PAIP2	PAIP2	    51247.1	    51247.4	0.281028778	1.82646e-05
SLC23A1	SLC23A1	     9963.1	     9963.4	0.281028778	1.82646e-05
MZB1	MZB1	    51237.1	    51237.4	0.281028778	1.82646e-05
PROB1	PROB1	   389333.1	   389333.4	0.281028778	1.82646e-05
SPATA24	SPATA24	   202051.1	   202051.4	0.281028778	1.82646e-05
DNAJC18	DNAJC18	   202052.1	   202052.4	0.281028778	1.82646e-05
ECSCR	ECSCR	   641700.1	   641700.4	0.281028778	1.82646e-05
TMEM173	TMEM173	   340061.1	   340061.4	0.281028778	1.82646e-05
UBE2D2	UBE2D2	     7322.1	     7322.4	0.281028778	1.82646e-05
CXXC5	CXXC5	    51523.1	    51523.4	0.281028778	1.82646e-05
PSD2	PSD2	    84249.1	    84249.4	0.281028778	1.82646e-05
NRG2	NRG2	     9542.1	     9542.4	0.281028778	1.82646e-05
PURA	PURA	     5813.1	     5813.4	0.281028778	1.82646e-05
IGIP	IGIP	   492311.1	   492311.4	0.281028778	1.82646e-05
CYSTM1	CYSTM1	    84418.1	    84418.4	0.281028778	1.82646e-05
SLC4A9	SLC4A9	    83697.1	    83697.4	0.281028778	1.82646e-05
ANKHD1	ANKHD1	    54882.1	    54882.4	0.281028778	1.82646e-05
SRA1	SRA1	    10011.1	    10011.4	0.281028778	1.82646e-05
EIF4EBP3	EIF4EBP3	     8637.1	     8637.4	0.281028778	1.82646e-05
APBB3	APBB3	    10307.1	    10307.4	0.281028778	1.82646e-05
SLC35A4	SLC35A4	   113829.1	   113829.4	0.281028778	1.82646e-05
CD14	CD14	      929.1	      929.4	0.281028778	1.82646e-05
NDUFA2	NDUFA2	     4695.1	     4695.4	0.281028778	1.82646e-05
TMCO6	TMCO6	    55374.1	    55374.4	0.281028778	1.82646e-05
IK	IK	     3550.1	     3550.4	0.281028778	1.82646e-05
WDR55	WDR55	    54853.1	    54853.4	0.281028778	1.82646e-05
HARS	HARS	     3035.1	     3035.4	0.281028778	1.82646e-05
HARS2	HARS2	    23438.1	    23438.4	0.281028778	1.82646e-05
ZMAT2	ZMAT2	   153527.1	   153527.4	0.281028778	1.82646e-05
PCDHA1	PCDHA1	    56147.1	    56147.4	0.281028778	1.82646e-05
PCDHA2	PCDHA2	    56146.1	    56146.4	0.281028778	1.82646e-05
PCDHA3	PCDHA3	    56145.1	    56145.4	0.281028778	1.82646e-05
PCDHA4	PCDHA4	    56144.1	    56144.4	0.281028778	1.82646e-05
PCDHA10	PCDHA10	    56139.1	    56139.4	0.281028778	1.82646e-05
PCDHA11	PCDHA11	    56138.1	    56138.4	0.281028778	1.82646e-05
PCDHA5	PCDHA5	    56143.1	    56143.4	0.281028778	1.82646e-05
PCDHA6	PCDHA6	    56142.1	    56142.4	0.281028778	1.82646e-05
PCDHA7	PCDHA7	    56141.1	    56141.4	0.281028778	1.82646e-05
PCDHA8	PCDHA8	    56140.1	    56140.4	0.281028778	1.82646e-05
PCDHA9	PCDHA9	     9752.1	     9752.4	0.281028778	1.82646e-05
PCDHA12	PCDHA12	    56137.1	    56137.4	0.281028778	1.82646e-05
PCDHA13	PCDHA13	    56136.1	    56136.4	0.281028778	1.82646e-05
PCDHAC1	PCDHAC1	    56135.1	    56135.4	0.281028778	1.82646e-05
PCDHAC2	PCDHAC2	    56134.1	    56134.4	0.281028778	1.82646e-05
PCDHB1	PCDHB1	    29930.1	    29930.4	0.281028778	1.82646e-05
PCDHB4	PCDHB4	    56131.1	    56131.4	0.281028778	1.82646e-05
PCDHB5	PCDHB5	    26167.1	    26167.4	0.281028778	1.82646e-05
PCDHB6	PCDHB6	    56130.1	    56130.4	0.281028778	1.82646e-05
PCDHB7	PCDHB7	    56129.1	    56129.4	0.281028778	1.82646e-05
PCDHB16	PCDHB16	    57717.1	    57717.4	0.281028778	1.82646e-05
PCDHB8	PCDHB8	    56128.1	    56128.4	0.281028778	1.82646e-05
PCDHB10	PCDHB10	    56126.1	    56126.4	0.281028778	1.82646e-05
PCDHB11	PCDHB11	    56125.1	    56125.4	0.281028778	1.82646e-05
PCDHB12	PCDHB12	    56124.1	    56124.4	0.281028778	1.82646e-05
PCDHB13	PCDHB13	    56123.1	    56123.4	0.281028778	1.82646e-05
PCDHB14	PCDHB14	    56122.1	    56122.4	0.281028778	1.82646e-05
PCDHB15	PCDHB15	    56121.1	    56121.4	0.281028778	1.82646e-05
SLC25A2	SLC25A2	    83884.1	    83884.4	0.281028778	1.82646e-05
TAF7	TAF7	     6879.1	     6879.4	0.281028778	1.82646e-05
PCDHGA1	PCDHGA1	    56114.1	    56114.4	0.281028778	1.82646e-05
PCDHGA2	PCDHGA2	    56113.1	    56113.4	0.281028778	1.82646e-05
PCDHGA3	PCDHGA3	    56112.1	    56112.4	0.281028778	1.82646e-05
PCDHGB1	PCDHGB1	    56104.1	    56104.4	0.281028778	1.82646e-05
PCDHGA4	PCDHGA4	    56111.1	    56111.4	0.281028778	1.82646e-05
PCDHGB2	PCDHGB2	    56103.1	    56103.4	0.281028778	1.82646e-05
PCDHGA5	PCDHGA5	    56110.1	    56110.4	0.281028778	1.82646e-05
PCDHGB3	PCDHGB3	    56102.1	    56102.4	0.281028778	1.82646e-05
PCDHGA6	PCDHGA6	    56109.1	    56109.4	0.281028778	1.82646e-05
PCDHGA7	PCDHGA7	    56108.1	    56108.4	0.281028778	1.82646e-05
PCDHGB4	PCDHGB4	     8641.1	     8641.4	0.281028778	1.82646e-05
PCDHGA8	PCDHGA8	     9708.1	     9708.4	0.281028778	1.82646e-05
PCDHGA9	PCDHGA9	    56107.1	    56107.4	0.281028778	1.82646e-05
PCDHGA10	PCDHGA10	    56106.1	    56106.4	0.281028778	1.82646e-05
PCDHGA11	PCDHGA11	    56105.1	    56105.4	0.281028778	1.82646e-05
PCDHGB6	PCDHGB6	    56100.1	    56100.4	0.281028778	1.82646e-05
PCDHGB7	PCDHGB7	    56099.1	    56099.4	0.281028778	1.82646e-05
PCDHGB8P	PCDHGB8P	    56120.1	    56120.4	0.281028778	1.82646e-05
PCDHGA12	PCDHGA12	    26025.1	    26025.4	0.281028778	1.82646e-05
PCDHGC3	PCDHGC3	     5098.1	     5098.4	0.281028778	1.82646e-05
PCDHGC4	PCDHGC4	    56098.1	    56098.4	0.281028778	1.82646e-05
PCDHGC5	PCDHGC5	    56097.1	    56097.4	0.281028778	1.82646e-05
DIAPH1	DIAPH1	     1729.1	     1729.4	0.281028778	1.82646e-05
HDAC3	HDAC3	     8841.1	     8841.4	0.281028778	1.82646e-05
RELL2	RELL2	   285613.1	   285613.4	0.281028778	1.82646e-05
FCHSD1	FCHSD1	    89848.1	    89848.4	0.281028778	1.82646e-05
ARAP3	ARAP3	    64411.1	    64411.4	0.281028778	1.82646e-05
NDFIP1	NDFIP1	    80762.1	    80762.4	0.281028778	1.82646e-05
SPRY4	SPRY4	    81848.1	    81848.4	0.281028778	1.82646e-05
FGF1	FGF1	     2246.1	     2246.4	0.281028778	1.82646e-05
ARHGAP26	ARHGAP26	    23092.1	    23092.4	0.281028778	1.82646e-05
NR3C1	NR3C1	     2908.1	     2908.4	0.281028778	1.82646e-05
HMHB1	HMHB1	    57824.1	    57824.4	0.281028778	1.82646e-05
YIPF5	YIPF5	    81555.1	    81555.4	0.281028778	1.82646e-05
KCTD16	KCTD16	    57528.1	    57528.4	0.281028778	1.82646e-05
PRELID2	PRELID2	   153768.1	   153768.4	0.281028778	1.82646e-05
GRXCR2	GRXCR2	   643226.1	   643226.4	0.281028778	1.82646e-05
SH3RF2	SH3RF2	   153769.1	   153769.4	0.281028778	1.82646e-05
PLAC8L1	PLAC8L1	   153770.1	   153770.4	0.281028778	1.82646e-05
LARS	LARS	    51520.1	    51520.4	0.281028778	1.82646e-05
